claimId,product,aspect,condition,claimType,directionLabel,question,answer,positive,negative,neutral,spoke,silent,cell,confidence,hedgeReasons,limitations,evidenceCount,quotes
p033|skinTrouble=C02|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,미백 고민,conditional,긍정,트러블 피부인데 자극 없이 진정될까?,"따갑거나 자극적이지 않으면서 튀어나온 덩어리나 좁쌀, 피지성 트러블이 가라앉았다는 후기가 많다. 유분기로 올라오던 트러블이 점차 잠잠해졌다는 언급도 있고, 1회 사용만으로 가라앉았다는 말까지 나온다. 반대되는 불만은 눈에 띄지 않는다.",13,0,1,14,12,26,hedged,게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 튀어나오고 딱딱한 덩어리들이 싹 사라진게 육안으로도 보이고 (리뷰 55672048)
[positive] 막 따갑다거나 자극은 없었어요 (리뷰 46117461)
[positive] 과도한 유분기 때문에 올라오던 트러블도 점차 잠잠해지고 (리뷰 63768792)
[positive] 피지나 좁쌀에 효과 본거 (리뷰 46454460)"
p033|skinType=A04|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,민감성 피부,conditional,혼재,민감성인데 이거 바르면 트러블 올라오지 않을까?,"빨갛게 올라온 여드름이 가라앉고 자극 없이 진정됐다는 후기가 다수다. 다만 턱에 화농성 트러블이 크게 올라왔다는 리뷰와 좁쌀이 폭탄처럼 올라왔다는 리뷰, 약간의 자극이 느껴진다는 리뷰가 함께 있어 모두에게 순하다고 보기는 어렵다.",8,3,0,11,1,12,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 빨갛게 올라온 여드름이 이틀 만에 가라앉는 거 (리뷰 46088638)
[positive] 막 따갑다거나 자극은 없었어요 (리뷰 46117461)
[negative] 트러블이 올라오고 턱에는 크게 화농성으로 올라와서 (리뷰 32889721)
[negative] 조금의 자극은 느껴지지만 (리뷰 56535587)
[negative] 좁쌀 폭탄을 맞았음 (리뷰 57987736)"
p033|skinType=A03|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,복합성 피부,conditional,혼재,복합성인데 트러블 진정에 효과 있고 자극은 없을까?,"좁쌀이나 트러블이 가라앉고 자극 없이 편하게 쓸 수 있었다는 후기가 많다. 민감한 피부도 저자극으로 느꼈다는 언급도 나온다. 다만 반대로 오히려 자극을 느꼈다는 리뷰도 있어, 트러블은 없었지만 자극과는 별개라고 구분해 말하는 경우도 보인다.",24,2,1,27,17,44,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 자극 없이 진정되는 느낌 (리뷰 44251196)
[positive] 트러블이 금방 잠잠해지고 (리뷰 45353477)
[negative] 오히려 자극을 좀 느꼈어요 (리뷰 56218051)
[neutral] 트러블은 없지만 (리뷰 61603010)"
p033|skinTrouble=C01|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,잡티 고민,conditional,혼재,잡티 고민 있는데 자극 없이 진정될까?,"따갑거나 트러블 없이 저자극으로 진정되는 느낌이라는 평이 많고, 민감한 피부도 편하게 쓸 수 있었다는 언급이 나온다. 다만 조금의 자극은 느껴진다는 리뷰도 있어 사람에 따라 차이가 있을 수 있다.",27,2,1,30,19,49,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,3,"[positive] 막 따갑다거나 자극은 없었어요 (리뷰 46117461)
[positive] 민감한 피부도 편한게 바를 수 있는 저자극 (리뷰 33192499)
[negative] 조금의 자극은 느껴지지만 (리뷰 56535587)"
p033|product=None|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,"트러블 진정 효과가 있을까, 자극은 없을까?","예민한 날에도 자극 없이 편안하게 쓸 수 있고, 좁쌀 트러블이나 튀어나온 덩어리가 가라앉는 걸 눈으로 확인했다는 말이 많다. 다만 트러블과 그 흔적이 마법처럼 완전히 사라지는 건 아니라는 말도 있어, 극적인 즉효를 기대하기보다는 꾸준한 진정 관리 용도로 보는 편이 맞다.",167,15,6,188,170,358,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 자극적인 느낌 없이 편안하게 사용할 수 있었어요 (리뷰 63372951)
[positive] 튀어나오고 딱딱한 덩어리들이 싹 사라진게 육안으로도 보이고 (리뷰 55672048)
[negative] 피부 트러블, 트러블 흔적을 막 마법처럼 사라지진 않았어요 (리뷰 38557340)"
p033|skinTrouble=C05|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,트러블 고민,conditional,혼재,"트러블 피부인데 이거 바르면 진정될까, 오히려 뒤집어질까?","자극 없이 바를 수 있고 좁쌀이나 트러블이 진정된다는 후기가 많다. 2~3일 정도 발라보니 가라앉았다는 언급도 있다. 다만 턱 부위에 화농성 트러블이 오히려 올라왔다는 리뷰가 있어, 트러블 양상에 따라 반응이 갈릴 수 있다.",24,6,0,30,14,44,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 자극도 없고 트러블도 진정되는게 진짜 좋았어요!! (리뷰 63452106)
[positive] 트러블이 안 사라졌는데 이거 2~3일 바르니까 (리뷰 59626535)
[negative] 트러블이 올라오고 턱에는 크게 화농성으로 올라와서 (리뷰 32889721)"
p033|skinTrouble=미기재|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,피부고민을 안 밝힌 리뷰,conditional,혼재,예민하거나 트러블 잦은 피부인데 자극 없이 쓸 수 있을까?,"예민한 날에도 편안하게 쓸 수 있었고, 좁쌀 트러블이나 붉은 기가 가라앉았다는 후기가 많다. 여드름성 피부에도 안심하고 쓸 수 있다는 언급도 있다. 다만 트러블이나 그 흔적이 마법처럼 완전히 사라지지는 않았다는 말도 나와, 극적인 개선보다는 진정과 완화 쪽에 가깝다.",113,8,5,126,131,257,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 자극적인 느낌 없이 편안하게 사용할 수 있었어요 (리뷰 63372951)
[positive] 다음 날 확실히 붉은 기가 가라앉아 있는 걸 확인할 수 있어요 (리뷰 44393137)
[positive] 여드름성 피부에도 안심하고 쓸 수 있고 (리뷰 63213900)
[negative] 피부 트러블, 트러블 흔적을 막 마법처럼 사라지진 않았어요 (리뷰 38557340)"
p033|skinType=미기재|트러블/자극,셀라딕스 트러블 세범 리밸런싱 앰플,트러블/자극,피부타입을 안 밝힌 리뷰,conditional,혼재,예민하거나 트러블 잘 나는 피부인데 자극 없이 쓸 수 있을까?,"예민한 날에도 편안하게 사용했고 좁쌀 트러블이나 붉은 기가 가라앉았다는 후기가 많다. 여드름성 피부에도 무리 없이 썼다는 말도 나온다. 다만 트러블과 흔적이 마법처럼 사라지진 않았다는 후기도 있어, 진정 효과를 체감하되 극적인 변화까지 기대하긴 어렵다는 쪽도 있다.",110,8,5,123,129,252,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 자극적인 느낌 없이 편안하게 사용할 수 있었어요 (리뷰 63372951)
[positive] 진짜 심했던 트러블들이 완전 다 진정됐어요 (리뷰 44247776)
[positive] 여드름성 피부에도 안심하고 쓸 수 있고 (리뷰 63213900)
[negative] 피부 트러블, 트러블 흔적을 막 마법처럼 사라지진 않았어요 (리뷰 38557340)"
p033|product=None|흡수력,셀라딕스 트러블 세범 리밸런싱 앰플,흡수력,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,발랐을 때 끈적이지 않고 잘 흡수될까?,끈적임 없이 가볍게 흡수되고 쫀득하게 스며든다는 평이 많다. 건성 피부에서도 흡수 후 산뜻하다는 언급이 나온다. 다만 흡수 후 살짝 텁텁한 느낌이 든다는 의견과 완전히 흡수되지 않는다는 의견이 소수 있다.,86,2,1,89,269,358,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 끈적임 없이 가볍게 흡수되는 사용감 (리뷰 63372951)
[positive] 건성에겐 흡수 되고 나서 (리뷰 53617855)
[neutral] 흡수되면 살짝 텁텁해지는? (리뷰 46454460)
[negative] 싹 흡수되는게 아니고 (리뷰 63653850)"
p033|skinTrouble=C05|흡수력,셀라딕스 트러블 세범 리밸런싱 앰플,흡수력,트러블 고민,conditional,혼재,트러블 피부인데 이거 바르면 잘 스며들까?,"끈적임 없이 빠르게 흡수된다는 말이 많고, 건성 피부에서도 흡수 후 산뜻하다는 언급이 있다. 다만 한 명은 피부에 실제로 스며드는지 잘 모르겠다는 반응을 보였다.",7,1,0,8,36,44,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,3,"[positive] 피부에 흡수되고 나면 끈적임 하나없이 (리뷰 46450951)
[positive] 흡수가 굉장히 빨라요 (리뷰 46214239)
[negative] 이게 진짜 피부에 스며드는건지도 모르겠음 (리뷰 57987736)"
p033|skinTrouble=미기재|흡수력,셀라딕스 트러블 세범 리밸런싱 앰플,흡수력,피부고민을 안 밝힌 리뷰,conditional,혼재,발랐을 때 겉돌거나 끈적이지 않고 잘 스며들까?,"끈적임 없이 산뜻하게 흡수된다는 말이 많고, 겉도는 느낌 없이 쫀쫀하게 스며든다는 표현도 함께 나온다. 다만 한 리뷰는 한 번에 싹 흡수되는 느낌은 아니라고 언급했다.",67,1,0,68,189,257,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,4,"[positive] 끈적임 없이 가볍게 흡수되는 사용감 (리뷰 63372951)
[positive] 피부에 발랐을 때 굉장히 산뜻하고 흡수가 빠르더라고요 (리뷰 44393137)
[positive] 겉도는 느낌없이 쫀쫀하게 잘 스며들어요 (리뷰 44247776)
[negative] 싹 흡수되는게 아니고 (리뷰 63653850)"
p033|skinType=미기재|흡수력,셀라딕스 트러블 세범 리밸런싱 앰플,흡수력,피부타입을 안 밝힌 리뷰,conditional,혼재,"이 앰플, 바르면 끈적이지 않고 잘 스며들까?","끈적임 없이 가볍고 산뜻하게 스며든다는 말이 많고, 겉돌지 않고 쫀쫀하게 흡수된다는 언급도 함께 나온다. 다만 한쪽에서는 완전히 흡수되는 느낌은 아니라는 말도 있다.",65,1,0,66,186,252,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,3,"[positive] 끈적임 없이 가볍게 흡수되는 사용감 (리뷰 63372951)
[positive] 겉도는 느낌없이 쫀쫀하게 잘 스며들어요 (리뷰 44247776)
[negative] 싹 흡수되는게 아니고 (리뷰 63653850)"
p044|product=None|가성비,아누아 피디알엔 히알루론산 100 수분크림,가성비,조건 없음 (이 제품 리뷰 전체),unconditional,긍정,60ml 두 개 구성인데 가격 대비 쓸 만할까?,"가격 대비 효과가 괜찮다는 평가가 많고, 특히 60ml 두 통 구성이라 하나씩 따로 사는 것보다 넉넉하고 든든하다는 말이 자주 나온다. 단점을 지적한 리뷰는 눈에 띄지 않는다.",22,0,0,22,333,355,hedged,말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 가성비가 좋아서 (리뷰 47402753)
[positive] 60ml 두 개 구성이라 하나씩 사는 것보다 든든해서 (리뷰 63178456)
[positive] 가격 대비 성능이 정말 좋고 (리뷰 38886256)"
p044|skinTrouble=미기재|가성비,아누아 피디알엔 히알루론산 100 수분크림,가성비,피부고민을 안 밝힌 리뷰,conditional,긍정,60ml 두 개 구성이라던데 가격 대비 양은 괜찮을까?,"60ml 두 개가 들어있어 하나씩 따로 사는 것보다 든든하고 오래 쓸 수 있다는 말이 많다. 가격 자체도 저렴한 편이라는 언급이 함께 나오며, 가격 대비 성능이 좋다는 평도 보인다. 단점을 지적하는 리뷰는 눈에 띄지 않는다.",15,0,0,15,157,172,hedged,말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 60ml 두 개 구성이라 하나씩 사는 것보다 든든해서 (리뷰 63178456)
[positive] 가격 대비 성능이 정말 좋고 (리뷰 38886256)
[positive] 2입 기획이라 가성비도 만족스럽고 (리뷰 62831721)"
p044|skinType=미기재|가성비,아누아 피디알엔 히알루론산 100 수분크림,가성비,피부타입을 안 밝힌 리뷰,conditional,긍정,60ml 두 통에 이 가격이면 다른 수분크림보다 나은 선택일까?,단순히 가격이 싸다는 말보다 60ml 두 통 구성이라는 점을 이유로 드는 리뷰가 많다. 하나씩 사는 것보다 든든하고 한동안 넉넉하게 쓸 수 있다는 점을 가성비의 근거로 꼽는다. 불만이나 아쉽다는 의견은 눈에 띄지 않는다.,14,0,0,14,149,163,hedged,말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 60ml 두 개 구성이라 하나씩 사는 것보다 든든해서 (리뷰 63178456)
[positive] 60ml 두 통이라 한동안 넉넉하게 사용할 수 있는 것도 만족스러워요 (리뷰 63186790)
[positive] 가격 대비 성능이 정말 좋고 (리뷰 38886256)"
p044|product=None|밀착력,아누아 피디알엔 히알루론산 100 수분크림,밀착력,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,메이크업 전에 발라도 밀리지 않고 잘 붙을까?,"메이크업 전에 바르면 화장이 잘 붙고 뭉치지 않는다는 말이 많다. 다만 때처럼 밀린다는 리뷰도 있어, 바르는 양이나 흡수 시간에 따라 갈리는 것으로 보인다.",18,2,0,20,335,355,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,3,"[positive] 피부화장 너무 착! 잘붙어요 (리뷰 48367516)
[positive] 위에 메이크업을 올려도 뭉치거나 베이스를 망치지 않아 (리뷰 37485752)
[negative] 때처럼 밀려요 (리뷰 54208916)"
p044|skinTrouble=미기재|밀착력,아누아 피디알엔 히알루론산 100 수분크림,밀착력,피부고민을 안 밝힌 리뷰,conditional,혼재,화장 전에 바르면 밀리지 않고 잘 붙을까?,화장 전에 바르면 피부화장이 잘 붙고 밀림·들뜸 없이 화장이 오래 유지된다는 말이 많다. 밀착력이 좋아진다거나 화장이 잘 먹는다는 언급도 함께 나온다. 다만 살짝 밀리는 느낌이 있었다는 리뷰도 하나 있다.,11,1,0,12,160,172,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,3,"[positive] 피부화장 너무 착! 잘붙어요 (리뷰 48367516)
[positive] 밀리지 않아 화장 전에 바르기 좋다는 생각 (리뷰 39533316)
[negative] 사알짝 밀리는감이있는거같아서 (리뷰 63489046)"
p044|skinType=미기재|밀착력,아누아 피디알엔 히알루론산 100 수분크림,밀착력,피부타입을 안 밝힌 리뷰,conditional,혼재,메이크업 전에 발라도 화장이 밀리지 않고 잘 붙을까?,메이크업 전에 바르면 밀리지 않고 화장이 잘 붙는다는 말이 많다. 들뜸이나 밀림 없이 화장이 오래간다는 언급이 꾸준하다. 다만 살짝 밀리는 느낌이 있다는 리뷰도 하나 있다.,11,1,0,12,151,163,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,4,"[positive] 피부화장 너무 착! 잘붙어요 (리뷰 48367516)
[positive] 밀리지 않아 화장 전에 바르기 좋다는 생각 (리뷰 39533316)
[positive] 메이크업 전에 바르면 밀리지 않고 (리뷰 61314315)
[negative] 사알짝 밀리는감이있는거같아서 (리뷰 63489046)"
p044|skinType=A02|발림감/텍스처,아누아 피디알엔 히알루론산 100 수분크림,발림감/텍스처,건성 피부,conditional,혼재,건성인데 이 크림 발림감이 부드러울까?,"가벼운 수분 텍스처로 산뜻하게 부드럽게 펴진다는 평이 많다. 다만 생각보다 두껍고 꾸덕하다고 느낀 리뷰도 있어, 무거운 제형을 기대하지 않는 편이 낫다는 언급이 나온다.",13,1,3,17,34,51,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,4,"[positive] 부드럽게 펴지고 (리뷰 53228091)
[positive] 가벼운 수분 텍스처 (리뷰 49583242)
[neutral] 생각했던 것보다 꾸덕한 제형인데 (리뷰 38903994)
[negative] 생각보다 두꺼워서 놀람 (리뷰 51449433)"
p044|skinType=A03|발림감/텍스처,아누아 피디알엔 히알루론산 100 수분크림,발림감/텍스처,복합성 피부,conditional,혼재,복합성인데 발림성이 부드럽고 산뜻할까?,레이어링해도 부담 없고 무겁지 않게 산뜻하게 마무리된다는 평이 많다. 발림성 자체가 부드럽고 촉촉하다는 말도 함께 나온다. 다만 한 리뷰에서는 얼굴이 버석하다고 해 정반대 반응을 보이기도 했다.,17,1,3,21,74,95,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,5,"[positive] 여러번 레이어링해주기 좋은 제형이라 (리뷰 47907871)
[positive] 끈적임이 전혀 없고 (리뷰 47908487)
[negative] 얼굴이 버석버석해요 (리뷰 38875488)
[positive] 발림성도 너무 만족스럽습니다 (리뷰 47047630)
[positive] 무겁지 않고 산뜻하게 마무리돼요 (리뷰 43498700)"
p044|skinTrouble=C01|발림감/텍스처,아누아 피디알엔 히알루론산 100 수분크림,발림감/텍스처,잡티 고민,conditional,혼재,발림성이 가볍고 부드러운 편일까?,"가벼운 수분 텍스처에 발림성이 부드럽고 촉촉하다는 말이 많다. 다만 생각보다 두껍다는 반응이 하나 있고, 묽은 겔보다는 진한 제형이라는 언급도 함께 나온다.",21,1,2,24,62,86,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,4,"[positive] 가벼운 수분 텍스처 (리뷰 49583242)
[positive] 발림성은 정말 부드럽고 (리뷰 46305744)
[negative] 생각보다 두꺼워서 놀람 (리뷰 51449433)
[neutral] 약간 묽은 겔 보다는 진한 제형 크림이네요 (리뷰 38715424)"
p044|product=None|발림감/텍스처,아누아 피디알엔 히알루론산 100 수분크림,발림감/텍스처,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,발림감이 가볍고 끈적이지 않는 편일까?,"부드럽게 펴지면서 끈적임 없이 실키하게 마무리된다는 말이 많다. 레이어링하기 좋은 가벼운 수분 제형이라는 언급도 있다. 다만 생각보다 꾸덕한 제형이라는 리뷰와, 바르고 나면 얼굴이 버석하다는 리뷰가 함께 나온다.",96,6,7,109,246,355,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 제품 자체가 실키하게 마무리되어서 (리뷰 53687538)
[positive] 끈적임이 전혀 없고 (리뷰 47908487)
[neutral] 생각했던 것보다 꾸덕한 제형인데 (리뷰 38903994)
[negative] 얼굴이 버석버석해요 (리뷰 38875488)"
p044|skinTrouble=미기재|발림감/텍스처,아누아 피디알엔 히알루론산 100 수분크림,발림감/텍스처,피부고민을 안 밝힌 리뷰,conditional,혼재,무겁지 않고 산뜻하게 발리는 편일까?,"가볍고 산뜻하게 발리면서도 촉촉함은 남는다는 평이 많다. 부드럽게 스며들고 쫀쫀한 느낌이 있다는 언급이 함께 나온다. 다만 여름철에는 답답하게 느껴진다는 리뷰가 있어, 계절이나 날씨에 따라 무게감 체감이 달라질 수 있다.",52,3,1,56,116,172,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 매우 가벼운 제형에 속해요 (리뷰 39533316)
[positive] 촉촉하면서도 생각보다 답답하거나 무겁지 않아서 (리뷰 63178456)
[negative] 여름에 쓰기에 좀 답답한 느낌이 들어요 (리뷰 62018000)
[neutral] 너무 무겁지도 가볍지도 않은 제형인데 (리뷰 37874144)"
p044|skinType=미기재|발림감/텍스처,아누아 피디알엔 히알루론산 100 수분크림,발림감/텍스처,피부타입을 안 밝힌 리뷰,conditional,혼재,가볍게 발리면서도 보습감이 있을까?,"산뜻하고 가벼운 제형인데 답답하지 않으면서 촉촉하다는 말이 많다. 다만 여름철엔 답답하게 느껴진다는 소수 의견도 있어, 계절이나 사용 환경에 따라 다르게 느낄 수 있다.",51,3,1,55,108,163,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,3,"[positive] 매우 가벼운 제형에 속해요 (리뷰 39533316)
[positive] 촉촉하면서도 생각보다 답답하거나 무겁지 않아서 (리뷰 63178456)
[negative] 여름에 쓰기에 좀 답답한 느낌이 들어요 (리뷰 62018000)"
p044|skinTrouble=C04|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,각질 고민,conditional,혼재,각질 일어나는 편인데 이 크림으로 보습이 충분할까?,"촉촉하고 건조한 날씨에도 보습감이 적당하다는 평이 많다. 다만 발라도 얼마 안 가 흡수되고 당긴다거나 수분감이 덜하다는 반응도 함께 나와, 각질이 잘 일어나는 피부라면 지속력이 부족하게 느껴질 수 있다.",9,4,0,13,20,33,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[negative] 이 크림 바르고 조금만 있으면 흡수되고 바로 땡기더라구요 (리뷰 53687538)
[negative] 수분감이 덜 느껴졌습니다 (리뷰 38875488)
[positive] 촉촉하고 (리뷰 43853589)
[positive] 적당한 보습감 (리뷰 51054703)"
p044|skinType=A02|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,건성 피부,conditional,혼재,건성인데 이거 하나로 속당김 없이 촉촉함이 유지될까?,속까지 수분이 꽉 채워지고 아침에도 당기지 않는다는 후기가 많아 건성에서도 무난히 쓰인다는 평이 많다. 다만 특징 없이 평범한 크림이라거나 수분감이 풍부한 정도는 아니라는 의견도 소수 있다.,29,1,1,31,20,51,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,5,"[positive] 속까지 수분을 아주 꽉잡아주는 속건조 관리 (리뷰 38883062)
[positive] 아침에 촉촉해요 (리뷰 47369925)
[positive] 피부 속의 수분 쫙 채워지면서 (리뷰 43635305)
[negative] 수분감이 풍부하진 않은것 같네요 (리뷰 56314428)
[neutral] 특징없는 크림이라 생각하는데 (리뷰 63956454)"
p044|skinTrouble=C08|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,민감성 고민,conditional,혼재,민감성 피부인데 이 크림 하나로 속보습이 채워질까?,"속보습이 잘 채워지고 건조함이 개선된다는 말이 많다. 다만 건성을 겸한 경우 이 크림 하나만으로는 부족하게 느껴진다는 리뷰가 있어, 건조가 심한 편이라면 다른 제품과 병행하는 편이 낫다는 뜻으로 읽힌다.",9,1,0,10,8,18,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,2,"[positive] 속보습을 너무 잘 잡아줘서 (리뷰 47047630)
[negative] 건성인 저한텐 좀 단독으로 사용 하기엔 부족함이 있는 것 같은 기분이 드네요 (리뷰 48216356)"
p044|skinType=A04|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,민감성 피부,conditional,혼재,민감성인데 이거 하나로 속당김 없이 촉촉함이 유지될까?,"바르자마자 수분감이 차오른다는 평이 많고 여름철에도 무난하다는 말이 나온다. 다만 흡수된 후 얼마 지나지 않아 땅긴다는 지적이 있고, 건성이라면 단독 사용만으로는 보습이 부족하다는 말도 있다. 보습력 자체를 크게 기대하고 사면 아쉬울 수 있다는 언급이 눈에 띈다.",8,3,0,11,9,20,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[negative] 이 크림 바르고 조금만 있으면 흡수되고 바로 땡기더라구요 (리뷰 53687538)
[negative] 건성인 저한텐 좀 단독으로 사용 하기엔 부족함이 있는 것 같은 기분이 드네요 (리뷰 48216356)
[negative] 보습력을 기대하시면 안되실 거 같고 (리뷰 43442589)
[positive] 수분감이 좋아요 (리뷰 49568084)
[positive] 속 수분을 채워주는 느낌이었습니다 (리뷰 47196102)"
p044|skinType=A03|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,복합성 피부,conditional,혼재,복합성인데 이거 하나로 속건조까지 잡힐까?,"속건조가 잡히고 피부가 탱글해진다는 평이 많고, 순하면서 촉촉하다는 언급도 함께 나온다. 다만 수분감이 덜 느껴졌다는 리뷰도 있어 피부 상태나 그날 컨디션에 따라 체감이 달라질 수 있다.",47,3,0,50,45,95,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[negative] 수분감이 덜 느껴졌습니다 (리뷰 38875488)
[positive] 속보습을 너무 잘 잡아줘서 (리뷰 47047630)
[positive] 진짜 수분으로 랩핑 되어서 탱글탱글한 피부를 만들어 줘요 (리뷰 39236408)
[positive] 엄청 촉촉한데 순한 느낌이라 (리뷰 62066655)"
p044|skinTrouble=C06|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,블랙헤드 고민,conditional,혼재,이거 하나로 수분감이 채워질까?,"촉촉한 제형으로 속 수분이 채워지는 느낌이라는 평이 많고, 순하다는 언급도 함께 나온다. 다만 보습력을 기대하면 안 될 것 같다거나 수분감이 살짝 부족하다는 리뷰도 있어, 건조함이 심한 편이라면 보습력만 보고 고르기엔 아쉬울 수 있다.",11,2,0,13,13,26,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,5,"[positive] 건성 피부한테 넘 좋는 것 같아요 (리뷰 53284279)
[positive] 수분감 가득한 제형인데 (리뷰 43498700)
[positive] 속 수분을 채워주는 느낌이었습니다 (리뷰 47196102)
[negative] 보습력을 기대하시면 안되실 거 같고 (리뷰 43442589)
[negative] 쬐끔 수분감이 부족하네요 (리뷰 51447214)"
p044|skinTrouble=C01|보습감,아누아 피디알엔 히알루론산 100 수분크림,보습감,잡티 고민,conditional,혼재,잡티 때문에 고민인데 이거 하나로 속건조까지 잡힐까?,"속건조가 확실히 잡히고 촉촉하면서도 순하다는 평이 많다. 피부 속까지 수분이 채워지는 느낌을 강조하는 리뷰가 여럿이다. 다만 건성 피부는 이 크림 하나만으로는 부족하다는 언급이 있어, 건조함이 심한 편이라면 다른 제품과 병행하는 편이 나을 수 있다.",43,1,0,44,42,86,hedged,의견이 갈린다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,3,"[positive] 수분 크림 역할은 톡톡히 하니까 (리뷰 49583242)
[positive] 속건조는 확실히 잡아주는것 같아요 (리뷰 48152263)
[negative] 건성인 저한텐 좀 단독으로 사용 하기엔 부족함이 있는 것 같은 기분이 드네요 (리뷰 48216356)"
